date,capacity,resistance,CCCT,CVCT,SoH
2016/7/1 0:00,1.133806611,0.091628216,6671.6832,2212.998635,0.825405056
2016/7/2 0:00,1.13341347,0.091628216,6666.933312,2204.373626,0.825388387
2016/7/3 0:00,1.13282861,0.090817347,6662.682287,2201.186076,0.825391036
2016/7/4 0:00,1.127033272,0.088546023,6656.650722,2225.592597,0.816240119
2016/7/5 0:00,1.126711686,0.08749418,6693.78857,2052.849153,0.807060124
2016/7/6 0:00,1.124261018,0.086762995,6692.824463,2016.77251,0.797884657
2016/7/7 0:00,1.115011517,0.090006478,6611.138099,2133.390685,0.807044537
2016/7/8 0:00,1.108966615,0.088546023,6567.52748,2132.390339,0.807049115
2016/7/9 0:00,1.107588259,0.09065222,6549.855755,2121.577962,0.807053526
2016/7/10 0:00,1.105772039,0.089114442,6532.65294,2116.187201,0.797855551
2016/7/11 0:00,1.108276959,0.086762995,6532.122346,2067.800173,0.80705491
2016/7/12 0:00,1.112932182,0.087573871,6585.805415,1995.521539,0.797886557
2016/7/13 0:00,1.112988055,0.085952125,6601.762039,1962.413445,0.788725617
2016/7/14 0:00,1.112797167,0.085218877,6605.545731,1943.82078,0.788730381
2016/7/15 0:00,1.112458057,0.085063785,6608.172974,1929.743408,0.788724827
2016/7/16 0:00,1.11219026,0.085795857,6610.190821,1913.931954,0.788718511
2016/7/17 0:00,1.112012701,0.084330387,6612.958309,1898.745095,0.788720598
2016/7/18 0:00,1.108000437,0.084986463,6611.663402,1892.010457,0.788732664
2016/7/19 0:00,1.10753505,0.084986463,6609.428485,1886.55533,0.78873581
2016/7/20 0:00,1.107138122,0.084909268,6607.179659,1879.683251,0.779556402
2016/7/21 0:00,1.106752303,0.083595656,6605.321032,1871.355406,0.779555008
2016/7/22 0:00,1.106477059,0.083671927,6602.697031,1866.355882,0.779539474
2016/7/23 0:00,1.106304857,0.084986463,6601.464633,1860.028143,0.779550609
2016/7/24 0:00,1.105836165,0.082047231,6600.590386,1854.294043,0.779549103
2016/7/25 0:00,1.105457966,0.084177062,6597.699731,1850.29419,0.77955681
2016/7/26 0:00,1.105138463,0.082784049,6592.684473,1847.341071,0.779564445
2016/7/27 0:00,1.0957048,0.085218877,6552.461273,1935.117015,0.779526028
2016/7/28 0:00,1.089109903,0.088304311,6472.704793,2001.908563,0.779539556
2016/7/29 0:00,1.087908878,0.086030483,6446.890598,2014.501826,0.779528898
2016/7/30 0:00,1.087140465,0.086684048,6429.311225,2026.298388,0.779514995
2016/7/31 0:00,1.085984676,0.086762995,6408.576511,2046.844408,0.788697391
2016/8/1 0:00,1.094025917,0.085063785,6445.305092,1934.647205,0.779547056
