date,capacity,resistance,CCCT,CVCT,SoH
2016/7/1 0:00,1.126963922,0.102497883,6585.419024,2359.16873,0.834239409
2016/7/2 0:00,1.126642367,0.104030602,6572.075291,2361.918249,0.834219787
2016/7/3 0:00,1.126018553,0.104653925,6566.71496,2362.60596,0.83420924
2016/7/4 0:00,1.12435459,0.104030602,6560.136514,2381.011933,0.834198205
2016/7/5 0:00,1.123408707,0.101592384,6612.742838,2194.316027,0.834188703
2016/7/6 0:00,1.115180093,0.101500534,6611.684565,2146.880187,0.806711425
2016/7/7 0:00,1.100052688,0.104843341,6496.577198,2283.950703,0.815875739
2016/7/8 0:00,1.098242348,0.103936546,6439.623196,2271.810333,0.815884975
2016/7/9 0:00,1.096642213,0.102938399,6415.092145,2258.982314,0.815874203
2016/7/10 0:00,1.089753102,0.103936546,6394.99881,2249.935402,0.80671418
2016/7/11 0:00,1.097954468,0.102405123,6397.40559,2182.454866,0.815878779
2016/7/12 0:00,1.099156712,0.102220111,6468.400697,2111.082762,0.815868417
2016/7/13 0:00,1.103143629,0.10005746,6490.075872,2088.286937,0.806712282
2016/7/14 0:00,1.102865805,0.10005746,6496.797143,2066.17858,0.806694221
2016/7/15 0:00,1.098800664,0.099966906,6499.673933,2050.335799,0.806694691
2016/7/16 0:00,1.098606011,0.099696241,6500.50485,2034.663791,0.806695253
2016/7/17 0:00,1.098172781,0.099064521,6503.756363,2018.775188,0.806662232
2016/7/18 0:00,1.097866683,0.098430507,6502.898961,2006.822037,0.806695254
2016/7/19 0:00,1.097370898,0.098341428,6501.461117,2001.32216,0.806682791
2016/7/20 0:00,1.096916287,0.097528689,6497.805527,1994.760106,0.806680429
2016/7/21 0:00,1.096518392,0.098341428,6495.134922,1986.135448,0.797504776
2016/7/22 0:00,1.096165027,0.099696241,6492.120084,1983.588309,0.788348449
2016/7/23 0:00,1.095845958,0.096628509,6491.778135,1973.933439,0.788343024
2016/7/24 0:00,1.095522139,0.098252513,6489.763763,1964.027272,0.788354642
2016/7/25 0:00,1.095099555,0.096077107,6487.263477,1962.23026,0.788339686
2016/7/26 0:00,1.094754722,0.0988857,6482.388735,1961.589871,0.78834595
2016/7/27 0:00,1.078664857,0.099243984,6437.870341,2054.253773,0.797525298
2016/7/28 0:00,1.071431907,0.099966906,6324.785157,2122.000545,0.788357374
2016/7/29 0:00,1.069830267,0.100870937,6288.59635,2135.530962,0.797528874
2016/7/30 0:00,1.068624704,0.10005746,6263.907611,2148.343239,0.788355596
2016/7/31 0:00,1.067316466,0.103031382,6238.625785,2168.076837,0.788352349
2016/8/1 0:00,1.077831763,0.098430507,6279.071054,2044.958388,0.788383016
2016/8/2 0:00,1.078999523,0.099064521,6363.015694,2010.678877,0.788365547
2016/8/3 0:00,1.067662083,0.100779645,6339.001178,2090.485603,0.779195367
2016/8/4 0:00,1.060050872,0.100688525,6232.626737,2146.264689,0.779201489
2016/8/5 0:00,1.059969399,0.103124537,6190.798476,2155.717553,0.788353978
2016/8/6 0:00,1.059221593,0.102127858,6194.141293,2153.51441,0.779190958
2016/8/7 0:00,1.05893401,0.103031382,6171.734682,2181.060684,0.779177515
2016/8/8 0:00,1.068969776,0.101408839,6224.445293,2052.738896,0.779167333
2016/8/9 0:00,1.070109622,0.099966906,6300.920412,2024.005809,0.78834779
2016/8/10 0:00,1.05886505,0.101408839,6279.718525,2099.03192,0.779177107
2016/8/11 0:00,1.052498293,0.102220111,6167.860177,2168.717891,0.779193997
2016/8/12 0:00,1.052321745,0.107184559,6132.454342,2204.591719,0.788340382
2016/8/13 0:00,1.052371017,0.107281558,6122.251938,2225.26327,0.788335645
2016/8/14 0:00,1.050602364,0.104748547,6136.360468,2202.716152,0.788329816
2016/8/15 0:00,1.060942484,0.106372558,6144.833524,2129.205764,0.788346424
2016/8/16 0:00,1.066182578,0.107281558,6212.04452,2128.289544,0.797509876
2016/8/17 0:00,1.052288944,0.115096472,6205.344987,2185.500105,0.797526169
2016/8/18 0:00,1.050499053,0.117034428,6073.549734,2344.589532,0.797527425
2016/8/19 0:00,1.049905804,0.12250188,6032.034412,2398.667036,0.797509373
2016/8/20 0:00,1.049781951,0.126088664,5981.378093,2467.5097,0.797513673
2016/8/21 0:00,1.049759912,0.131663725,5954.252969,2535.398526,0.806783332
2016/8/22 0:00,1.090293911,0.115304604,6043.285913,2378.620571,0.806718941
2016/8/23 0:00,1.090891153,0.135036901,6205.530509,2649.881314,0.843382483
2016/8/24 0:00,1.096290425,0.138165638,6262.055447,2529.857045,0.843380653
2016/8/25 0:00,1.096884769,0.146972775,6259.669964,2539.249662,0.852531211
2016/8/26 0:00,1.087829353,0.151982203,6179.649234,2693.476229,0.843391708
2016/8/27 0:00,1.080736244,0.146028727,6099.5639,2752.630181,0.843351473
2016/8/28 0:00,1.080509911,0.156045899,6123.439138,2671.491057,0.852518201
