date,capacity,resistance,CCCT,CVCT,SoH
2016/7/1 0:00,1.12425147,0.093494251,6584.606466,2250.46682,0.825265334
2016/7/2 0:00,1.123968047,0.091951549,6581.199729,2239.498181,0.816053192
2016/7/3 0:00,1.123610514,0.092034996,6578.870556,2230.982867,0.816065315
2016/7/4 0:00,1.117114771,0.091868266,6573.386562,2257.123247,0.806864017
2016/7/5 0:00,1.116239457,0.089267567,6609.586265,2078.301639,0.797693636
2016/7/6 0:00,1.108957942,0.088536099,6606.387695,2038.225315,0.78853418
2016/7/7 0:00,1.098149118,0.091951549,6505.124021,2156.124151,0.806906666
2016/7/8 0:00,1.095877687,0.091868266,6445.154622,2149.436819,0.797708149
2016/7/9 0:00,1.089672638,0.091137819,6420.232679,2138.983908,0.797720464
2016/7/10 0:00,1.087484639,0.092597388,6399.842824,2133.7806,0.788544412
2016/7/11 0:00,1.094575473,0.090242282,6387.842117,2100.970856,0.797688219
2016/7/12 0:00,1.095734436,0.08796265,6462.369033,2013.849172,0.788535812
2016/7/13 0:00,1.095762109,0.088696629,6482.557493,1980.366241,0.788518378
2016/7/14 0:00,1.095513719,0.087803297,6489.609668,1957.851702,0.788503511
2016/7/15 0:00,1.095264913,0.086333714,6492.345557,1946.227365,0.788505276
2016/7/16 0:00,1.09470673,0.086990304,6507.255536,1932.228815,0.779327128
2016/7/17 0:00,1.094325705,0.086990304,6494.570667,1912.97935,0.779313514
2016/7/18 0:00,1.093701175,0.086177312,6491.898541,1907.432433,0.779324184
2016/7/19 0:00,1.093135249,0.086833,6489.698816,1899.682786,0.779308989
2016/7/20 0:00,1.092635685,0.086099319,6486.868925,1892.152022,0.779310338
2016/7/21 0:00,1.088815372,0.085287064,6483.885372,1889.027289,0.770147366
2016/7/22 0:00,1.088509223,0.084704772,6482.464709,1883.340142,0.770146104
2016/7/23 0:00,1.088208588,0.088376142,6481.654445,1873.013109,0.77013266
2016/7/24 0:00,1.087727939,0.086099319,6478.982388,1867.996977,0.770135576
2016/7/25 0:00,1.087289432,0.086099319,6474.654286,1868.590903,0.770132621
2016/7/26 0:00,1.079865272,0.085364319,6471.201314,1862.137816,0.761016048
2016/7/27 0:00,1.069449851,0.090160608,6361.115321,2004.331186,0.770183191
2016/7/28 0:00,1.067894979,0.090160608,6297.09623,2027.611542,0.77019507
2016/7/29 0:00,1.061954441,0.089429289,6269.407732,2037.516976,0.77935548
2016/7/30 0:00,1.060438387,0.088696629,6252.704423,2040.516604,0.770187558
2016/7/31 0:00,1.069282598,0.087803297,6227.3602,2061.939815,0.779326866
2016/8/1 0:00,1.074870171,0.086333714,6338.623079,1931.819882,0.770142919
2016/8/2 0:00,1.06948937,0.086833,6363.861456,1911.508699,0.760995824
2016/8/3 0:00,1.059428566,0.090972871,6280.72159,2036.610794,0.770177091
2016/8/4 0:00,1.057528247,0.092430092,6210.765883,2059.672186,0.770194903
2016/8/5 0:00,1.052708674,0.088696629,6194.312858,2056.29715,0.770175088
2016/8/6 0:00,1.051415298,0.090242282,6184.719156,2062.874754,0.761025273
2016/8/7 0:00,1.060664683,0.087882899,6172.71934,2089.281584,0.770176406
2016/8/8 0:00,1.066298257,0.087644517,6282.497159,1944.648322,0.760983212
2016/8/9 0:00,1.066797802,0.086990304,6303.608883,1923.52301,0.770148762
2016/8/10 0:00,1.050711717,0.090242282,6244.236711,2059.531405,0.761010348
2016/8/11 0:00,1.050165124,0.090079091,6159.953661,2065.296862,0.761022419
2016/8/12 0:00,1.049639202,0.089510359,6155.532298,2061.625039,0.761017834
2016/8/13 0:00,1.048510903,0.088696629,6148.891571,2051.031521,0.761014781
2016/8/14 0:00,1.050782482,0.090160608,6126.547133,2079.890141,0.779349834
2016/8/15 0:00,1.058252324,0.089267567,6212.979713,1962.146169,0.770163725
2016/8/16 0:00,1.059199499,0.085441709,6251.030042,1938.398249,0.760994293
2016/8/17 0:00,1.04807458,0.087882899,6211.664377,2037.953715,0.761025499
2016/8/18 0:00,1.043127004,0.090972871,6132.48573,2055.922308,0.761025445
2016/8/19 0:00,1.042384174,0.089510359,6123.986006,2055.656871,0.751884423
2016/8/20 0:00,1.041576793,0.090242282,6116.282927,2055.265975,0.761028179
2016/8/21 0:00,1.087456803,0.087803297,6125.362323,2073.7033,0.77938114
2016/8/22 0:00,1.085281397,0.087803297,6386.571726,2104.452104,0.788556796
2016/8/23 0:00,1.087495396,0.086911581,6415.334111,1995.75464,0.779357059
2016/8/24 0:00,1.087183727,0.084627979,6440.698456,1964.615693,0.779366524
2016/8/25 0:00,1.077637429,0.088536099,6395.289711,2042.829651,0.779377708
