date,capacity,resistance,CCCT,CVCT,SOH
2016/7/1 0:00,1.126384507,0.094009422,6613.059052,2251.498033,0.825174979
2016/7/2 0:00,1.126159816,0.091661021,6612.4028,2231.967052,0.815965106
2016/7/3 0:00,1.125965708,0.094648689,6608.560673,2228.216959,0.815976985
2016/7/4 0:00,1.118507686,0.091412842,6604.732222,2247.561061,0.825193911
2016/7/5 0:00,1.117210075,0.091412842,6629.211049,2077.692393,0.806900151
2016/7/6 0:00,1.113753551,0.088416383,6619.934535,2042.678389,0.797717083
2016/7/7 0:00,1.098818144,0.092305116,6519.983304,2166.889987,0.80681849
2016/7/8 0:00,1.096180326,0.093030766,6455.685388,2159.858662,0.797619139
2016/7/9 0:00,1.08987113,0.090849862,6427.498205,2151.903193,0.797626659
2016/7/10 0:00,1.087582295,0.091578141,6405.686007,2144.327434,0.788453979
2016/7/11 0:00,1.094747895,0.090685725,6392.936185,2104.736813,0.797704415
2016/7/12 0:00,1.095568286,0.089794911,6467.884833,2019.661806,0.788537508
2016/7/13 0:00,1.095432918,0.08898595,6483.685024,1983.587687,0.78853302
2016/7/14 0:00,1.095223222,0.08744695,6488.046997,1969.242196,0.788572509
2016/7/15 0:00,1.094804056,0.08744695,6489.313993,1959.570996,0.779400763
2016/7/16 0:00,1.094444882,0.086872682,6492.238835,1934.775282,0.779435624
2016/7/17 0:00,1.094044211,0.087526016,6494.006026,1922.338226,0.779426896
2016/7/18 0:00,1.093461422,0.087368026,6493.727088,1911.620217,0.779435712
2016/7/19 0:00,1.092733219,0.088097483,6489.351768,1905.245127,0.779431057
2016/7/20 0:00,1.088853679,0.086637259,6486.415079,1900.432855,0.779429823
2016/7/21 0:00,1.088381413,0.086637259,6482.556867,1898.245624,0.779420883
2016/7/22 0:00,1.087994962,0.085905157,6479.276517,1887.777287,0.779467749
2016/7/23 0:00,1.087629019,0.087368026,6477.371357,1880.70009,0.779460665
2016/7/24 0:00,1.087233549,0.085017867,6476.982651,1870.512688,0.779442616
2016/7/25 0:00,1.08679975,0.086559057,6472.948505,1871.075265,0.77944237
2016/7/26 0:00,1.086397688,0.086559057,6467.857552,1870.762968,0.779468603
2016/7/27 0:00,1.07646084,0.087368026,6462.951588,1843.574529,0.770195378
2016/7/28 0:00,1.068281322,0.089876033,6327.288716,2020.846216,0.770134385
2016/7/29 0:00,1.06187103,0.089794911,6286.11199,2028.892631,0.779297131
2016/7/30 0:00,1.060449954,0.089957289,6254.017459,2053.235307,0.770141649
2016/7/31 0:00,1.059070352,0.091412842,6235.032733,2054.469419,0.770112795
2016/8/1 0:00,1.068431632,0.088256642,6243.658904,1999.020468,0.779360619
2016/8/2 0:00,1.069764576,0.08898595,6331.608343,1931.726437,0.770220351
2016/8/3 0:00,1.061246736,0.086559057,6351.002998,1917.071365,0.761003077
2016/8/4 0:00,1.052803839,0.090685725,6234.596401,2050.59472,0.770123399
2016/8/5 0:00,1.051496984,0.089876033,6191.328954,2066.250257,0.76095265
2016/8/6 0:00,1.050788537,0.089227542,6177.485181,2067.547146,0.770114121
2016/8/7 0:00,1.049771042,0.090603873,6165.953764,2072.078002,0.770108218
2016/8/8 0:00,1.059165526,0.090685725,6173.891699,2017.800446,0.770163439
2016/8/9 0:00,1.060456277,0.08898595,6266.07618,1950.490852,0.761049156
2016/8/10 0:00,1.057632133,0.088176988,6286.531358,1932.492118,0.751852469
2016/8/11 0:00,1.048273703,0.089308366,6186.923483,2074.296834,0.770108296
2016/8/12 0:00,1.043392805,0.090685725,6137.297759,2071.281029,0.770084247
2016/8/13 0:00,1.042916764,0.089957289,6133.34506,2067.890614,0.770112835
2016/8/14 0:00,1.042017256,0.090767719,6126.939105,2072.28127,0.760917478
2016/8/15 0:00,1.04972441,0.089957289,6106.922548,2107.015414,0.760989704
2016/8/16 0:00,1.051906223,0.08898595,6201.511471,1969.880707,0.761020613
2016/8/17 0:00,1.056326663,0.088176988,6229.515004,1947.444562,0.751887641
2016/8/18 0:00,1.041467215,0.090603873,6187.191529,2057.422642,0.760933155
2016/8/19 0:00,1.041002884,0.090603873,6111.017508,2061.141001,0.760940648
2016/8/20 0:00,1.040485113,0.090603873,6102.220792,2065.547245,0.76092502
2016/8/21 0:00,1.039212144,0.089876033,6094.986453,2066.484451,0.760923686
2016/8/22 0:00,1.086998241,0.088336438,6108.456892,2071.734617,0.779321178
2016/8/23 0:00,1.08060739,0.089794911,6386.261926,2111.295957,0.788447779
2016/8/24 0:00,1.086749406,0.088176988,6410.006133,2003.973292,0.77019391
2016/8/25 0:00,1.086558905,0.086559057,6435.72988,1973.271914,0.779398198
2016/8/26 0:00,1.077421786,0.08898595,6394.773987,2045.017111,0.779312173
2016/8/27 0:00,1.070168259,0.089794911,6318.795221,2107.999522,0.770133985
2016/8/28 0:00,1.068724015,0.08898595,6288.87445,2090.984102,0.779304628
2016/8/29 0:00,1.059973758,0.091495417,6232.514196,2175.793751,0.779222688
2016/8/30 0:00,1.060902188,0.088496469,6205.437337,2127.531194,0.770099693
2016/8/31 0:00,1.05967818,0.091495417,6215.831637,2127.281375,0.779282341
2016/9/1 0:00,1.051177013,0.092305116,6183.549514,2163.231579,0.779239264
2016/9/2 0:00,1.050114387,0.0939245,6113.902747,2208.074383,0.779221138
2016/9/3 0:00,1.044345654,0.092305116,6109.012407,2189.605823,0.770054961
2016/9/4 0:00,1.043579684,0.091495417,6101.21566,2174.044058,0.770054855
2016/9/5 0:00,1.04143387,0.092472181,6077.325565,2212.699186,0.779219574
2016/9/6 0:00,1.042326438,0.091578141,6059.014559,2192.731788,0.770060984
2016/9/7 0:00,1.041955783,0.092305116,6080.251493,2174.216996,0.770088724
2016/9/8 0:00,1.034641963,0.093030766,6076.049144,2160.138485,0.7608825
2016/9/9 0:00,1.033443463,0.0939245,6013.43565,2237.167409,0.770038434
2016/9/10 0:00,1.03291745,0.093198992,6013.013925,2215.667824,0.770030909
2016/9/11 0:00,1.032427234,0.092305116,6006.592102,2202.058604,0.770035199
2016/9/12 0:00,1.025694489,0.093198992,5993.264517,2219.355305,0.760879739
2016/9/13 0:00,1.03208333,0.092305116,5975.374256,2201.278789,0.760907203
2016/9/14 0:00,1.031910898,0.091495417,6010.237528,2175.638962,0.760916165
